name,type,habitat,ele_upper,ele_lower,category
Scutiger mammatus,AMPHIBIAN,For_Gra_Wet,4200.0,2600.0,LC
Scutiger boulengeri,AMPHIBIAN,Gra_Wet,,,LC
Nanorana pleskei,AMPHIBIAN,Gra_Shr_Wat_Wet,,,NT
Rana kukunoris,AMPHIBIAN,Gra_Wet,4400.0,2000.0,LC
Circus cyaneus,BIRD,Cro_For_Gra_Shr_Wet,3000.0,0.0,LC
Cuculus optatus,BIRD,For_Shr,4500.0,0.0,LC
Falco cherrug,BIRD,Cro_For_Gra_Shr_Wat_Wet,4700.0,0.0,EN
Falco tinnunculus,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,3500.0,0.0,LC
Haliaeetus leucoryphus,BIRD,Wet,5000.0,,EN
Pernis ptilorhynchus,BIRD,For_Gra,1800.0,0.0,LC
Aquila nipalensis,BIRD,Bar_For_Gra,3000.0,0.0,EN
Saxicola torquatus,BIRD,Cro_For_Gra_Imp_Shr_Wet,3200.0,,LC
Upupa epops,BIRD,Gra_Imp,3650.0,,LC
Alaudala rufescens,BIRD,Gra_Shr_Wat,3000.0,,LC
Anas platyrhynchos,BIRD,Wat_Wet,1000.0,,LC
Anthus richardi,BIRD,Cro,1800.0,,LC
Apus pacificus,BIRD,For_Imp,4000.0,,LC
Aquila heliaca,BIRD,Cro_For_Gra_Shr_Wet,1600.0,0.0,VU
Ardea alba,BIRD,Gra_Wat_Wet,1500.0,,LC
Athene noctua,BIRD,Cro_Gra_Imp_Shr,2600.0,,LC
Aythya nyroca,BIRD,Wat_Wet,880.0,0.0,NT
Cuculus canorus,BIRD,For_Gra_Shr,3800.0,,LC
Cyanecula svecica,BIRD,Cro_For_Gra_Imp_Shr_Wat_Wet,2000.0,,LC
Emberiza schoeniclus,BIRD,Cro_Wet,,,LC
Eremophila alpestris,BIRD,Cro_Gra_Shr_Wat,5400.0,,LC
Himantopus himantopus,BIRD,Gra_Wat_Wet,4200.0,,LC
Hirundapus caudacutus,BIRD,For_Gra_Shr,4000.0,,LC
Hirundo rustica,BIRD,Cro_Gra_Imp_Shr_Wat_Wet,3000.0,,LC
Motacilla alba,BIRD,Bar_Gra_Wat_Wet,5000.0,,LC
Motacilla citreola,BIRD,Cro_Wat_Wet,4600.0,,LC
Motacilla tschutschensis,BIRD,Cro_Gra_Shr_Wat_Wet,4500.0,,LC
Muscicapa sibirica,BIRD,For_Shr,4000.0,1400.0,LC
Pandion haliaetus,BIRD,For_Wat_Wet,1000.0,0.0,LC
Phoenicurus ochruros,BIRD,Gra_Imp_Shr_Wat,3700.0,,LC
Podiceps cristatus,BIRD,Wat_Wet,3000.0,0.0,LC
Poecile weigoldicus,BIRD,For_Imp_Shr,4275.0,0.0,LC
Rallus aquaticus,BIRD,Gra_Wat_Wet,2000.0,,LC
Sterna hirundo,BIRD,Wat_Wet,4000.0,0.0,LC
Tichodroma muraria,BIRD,,,,LC
Zapornia pusilla,BIRD,Gra_Wat_Wet,2450.0,,LC
Zoothera aurea,BIRD,For_Shr,3600.0,,LC
Columba hodgsonii,BIRD,For_Shr,4000.0,1800.0,LC
Columba leuconota,BIRD,Cro,5000.0,3000.0,LC
Columba rupestris,BIRD,Imp_Shr,5500.0,2000.0,LC
Dendrocopos major,BIRD,For_Imp,2500.0,,LC
Dryocopus martius,BIRD,For,2400.0,100.0,LC
Anthus hodgsoni,BIRD,For_Gra_Shr,4000.0,,LC
Phylloscopus forresti,BIRD,For,2300.0,450.0,LC
Gallinago solitaria,BIRD,Gra_Wat_Wet,5000.0,1500.0,LC
Glareola maldivarum,BIRD,Cro_Gra_Wat_Wet,,,LC
Grus nigricollis,BIRD,Cro_Wet,4900.0,2100.0,NT
Ibidorhyncha struthersii,BIRD,Wet,4400.0,100.0,LC
Alauda gulgula,BIRD,Cro_Gra_Shr_Wat_Wet,4300.0,,LC
Anthus godlewskii,BIRD,Cro_Gra_Shr_Wet,3000.0,,LC
Anthus roseatus,BIRD,Gra_Wet,5000.0,2700.0,LC
Locustella tacsanowskia,BIRD,Cro_For_Gra_Wat,3600.0,2800.0,LC
Carpodacus roborowskii,BIRD,,5400.0,4500.0,LC
Carpodacus waltoni,BIRD,Gra_Shr,4880.0,3950.0,LC
Phoenicurus leucocephalus,BIRD,Wet,,,LC
Corvus dauuricus,BIRD,For_Gra_Imp,,,LC
Pyrrhocorax graculus,BIRD,Gra_Imp,5000.0,1260.0,LC
Pyrrhocorax pyrrhocorax,BIRD,Gra_Shr_Wat,,,LC
Ficedula erithacus,BIRD,For_Shr,,,LC
Calliope calliope,BIRD,Cro_For_Imp_Shr_Wat_Wet,,,LC
Pyrgilauda blanfordi,BIRD,Bar_Gra,5000.0,4200.0,LC
Poecile superciliosus,BIRD,For_Shr,4235.0,3200.0,LC
Periparus rubidiventris,BIRD,For_Shr,4270.0,2500.0,LC
Spinus thibetanus,BIRD,For_Shr,4000.0,2800.0,LC
Spodiopsar cineraceus,BIRD,Cro_For_Imp,,,LC
Perdix hodgsoniae,BIRD,Cro_Gra_Shr,5600.0,3600.0,LC
Phasianus colchicus,BIRD,Cro_For_Shr,,,LC
Petronia petronia,BIRD,Gra,,,LC
Phoenicurus frontalis,BIRD,Cro_For_Gra_Shr,,,LC
Streptopelia tranquebarica,BIRD,For_Gra_Shr,1300.0,,LC
Tetraophasis szechenyii,BIRD,For_Gra_Shr,4600.0,3300.0,LC
Syrrhaptes tibetanus,BIRD,Bar,6000.0,3600.0,LC
Tadorna ferruginea,BIRD,Cro_Gra_Wat_Wet,,,LC
Tetraogallus tibetanus,BIRD,Gra,5800.0,3700.0,LC
Tringa totanus,BIRD,Wat_Wet,,,LC
Locustella thoracica,BIRD,For_Gra_Shr_Wet,,,LC
Calandrella dukhunensis,BIRD,Cro_Gra_Shr,,,LC
Carpodacus stoliczkae,BIRD,Bar_Gra,3350.0,2000.0,LC
Corvus macrorhynchos,BIRD,For_Imp_Wat_Wet,,,LC
Lanius isabellinus,BIRD,Cro_Gra_Imp_Shr_Wet,3000.0,,LC
Lanius giganteus,BIRD,Bar_Cro_Gra_Shr,5200.0,,LC
Montifringilla henrici,BIRD,,,,LC
Phylloscopus humei,BIRD,For_Shr,3980.0,2000.0,LC
Oenanthe deserti,BIRD,Bar_Cro_Shr,2700.0,,LC
Phoenicurus erythrogastrus,BIRD,Gra_Shr,5200.0,1500.0,LC
Phylloscopus affinis,BIRD,Cro_For_Shr,4880.0,3050.0,LC
Phylloscopus fuligiventer,BIRD,Gra_Shr_Wet,5000.0,3900.0,LC
Phylloscopus fuscatus,BIRD,Cro_For_Gra_Shr_Wet,,,LC
Phylloscopus trochiloides,BIRD,Cro_For_Shr_Wet,4500.0,,LC
Riparia diluta,BIRD,Cro_Gra_Wat_Wet,4500.0,,LC
Rhopophilus pekinensis,BIRD,Gra_Shr,,,LC
Sitta przewalskii,BIRD,For,,,LC
Tarsiger rufilatus,BIRD,For,4400.0,3000.0,LC
Turdus atrogularis,BIRD,Cro_For_Gra_Shr_Wet,4200.0,,LC
Turdus rubrocanus,BIRD,For,3300.0,1500.0,LC
Carpodacus rubicilla,BIRD,Gra_Shr,5000.0,2500.0,LC
Ficedula albicilla,BIRD,For,,,LC
Pica pica,BIRD,Cro_For_Imp_Shr,,,LC
Delichon dasypus,BIRD,Imp_Wet,4800.0,1300.0,LC
Phylloscopus inornatus,BIRD,For_Shr,2440.0,1000.0,LC
Calandrella acutirostris,BIRD,Bar,5000.0,1000.0,LC
Carpodacus puniceus,BIRD,Gra,5700.0,3900.0,LC
Cettia major,BIRD,For_Gra_Shr,4000.0,1800.0,LC
Corvus corax,BIRD,For_Gra_Shr,5000.0,,LC
Lanius tephronotus,BIRD,Cro_For_Gra_Shr,4500.0,2200.0,LC
Leptopoecile sophiae,BIRD,For_Shr,5000.0,2200.0,LC
Melanocorypha mongolica,BIRD,Gra,,,LC
Mycerobas affinis,BIRD,For_Shr,4000.0,2700.0,LC
Mycerobas carnipes,BIRD,For_Shr,4600.0,2800.0,LC
Accipiter gentilis,BIRD,For_Gra_Imp,3400.0,0.0,LC
Jynx torquilla,BIRD,Cro_For_Gra_Imp_Shr_Wat,3300.0,,LC
